190,0.51788
190.2,0.50951
190.4,0.44012
190.6,0.44247
190.8,0.42027
191,0.59682
191.2,0.45467
191.4,0.60108
191.6,0.47599
191.8,0.58286
192,0.62401
192.2,0.60094
192.4,0.54978
192.6,0.41204
192.8,0.50319
193,0.4069
193.2,0.4898
193.4,0.36309
193.6,0.42042
193.8,0.47599
194,0.44761
194.2,0.50568
194.4,0.54581
194.6,0.60579
194.8,0.52082
195,0.5733
195.2,0.4635
195.4,0.4707
195.6,0.51259
195.8,0.46467
196,0.45232
196.2,0.4929
196.4,0.59711
196.6,0.51553
196.8,0.65709
197,0.50745
197.2,0.55551
197.4,0.59447
197.6,0.57418
197.8,0.5908
198,0.49363
198.2,0.588
198.4,0.52596
198.6,0.57977
198.8,0.5564
199,0.61946
199.2,0.69957
199.4,0.64078
199.6,0.61255
199.8,0.69119
200,0.76382
200.2,0.77896
200.4,0.84466
200.6,0.88832
200.8,0.88773
201,0.98828
201.2,0.94433
201.4,1.00871
201.6,1.06443
201.8,1.18364
202,1.17703
202.2,1.30169
202.4,1.31227
202.6,1.38283
202.8,1.44927
203,1.46677
203.2,1.50117
203.4,1.51174
203.6,1.64684
203.8,1.59495
204,1.68829
204.2,1.64611
204.4,1.72431
204.6,1.81692
204.8,1.81016
205,1.82648
205.2,1.92055
205.4,1.99978
205.6,1.94452
205.8,2.03375
206,2.05845
206.2,2.03213
206.4,2.0749
206.6,2.03816
206.8,2.12356
207,2.08814
207.2,2.12914
207.4,2.13665
207.6,2.11004
207.8,2.11269
208,2.20838
208.2,2.15502
208.4,2.23293
208.6,2.17383
208.8,2.14517
209,2.20147
209.2,2.16046
209.4,2.15943
209.6,2.16119
209.8,2.12973
210,2.1415
210.2,2.13209
210.4,2.08652
210.6,2.07506
210.8,2.09093
211,2.0358
211.2,2.04256
211.4,1.97832
211.6,1.99259
211.8,1.95819
212,1.92893
212.2,1.8938
212.4,1.8744
212.6,1.83279
212.8,1.79839
213,1.74063
213.2,1.72166
213.4,1.68374
213.6,1.65346
213.8,1.61744
214,1.59715
214.2,1.57584
214.4,1.53791
214.6,1.52336
214.8,1.48323
215,1.46309
215.2,1.44016
215.4,1.42663
215.6,1.40635
215.8,1.38885
216,1.36533
216.2,1.3552
216.4,1.32682
216.6,1.30991
216.8,1.2764
217,1.26361
217.2,1.22877
217.4,1.21378
217.6,1.1738
217.8,1.15615
218,1.12455
218.2,1.11015
218.4,1.07589
218.6,1.06222
218.8,1.04502
219,1.03223
219.2,1.01651
219.4,1.00753
219.6,0.99593
219.8,0.99064
220,0.97858
220.2,0.97358
220.4,0.96211
220.6,0.95668
220.8,0.9505
221,0.9383
221.2,0.92889
221.4,0.91552
221.6,0.90728
221.8,0.89391
222,0.88508
222.2,0.87024
222.4,0.86568
222.6,0.85363
222.8,0.84834
223,0.83761
223.2,0.83423
223.4,0.82805
223.6,0.82629
223.8,0.82158
224,0.820115
224.2,0.818645
224.4,0.818498
224.6,0.818786
224.8,0.81997
225,0.822169
225.2,0.823493
225.4,0.827026
225.6,0.8304
225.8,0.83614
226,0.838488
226.2,0.845835
